12614600,394696.323959,5820734.240983
12614644,393430.074488,5821986.950477
12614650,394482.874450,5821075.584285
12614653,394882.725762,5820263.376633
12614681,394009.807054,5821611.729788
20246112,394559.111951,5818086.068023
20246121,395109.734605,5819521.357519
20246257,390689.051846,5819610.025081
20246258,390731.394124,5819018.424430
20833605,391504.568715,5819627.246133
21306260,393289.842279,5817083.776799
21306261,393320.035168,5817132.603254
21306262,393435.721375,5817314.813086
21306263,393559.191794,5817511.232959
21306264,393733.972238,5817415.094465
21306265,393881.997537,5817326.963537
21306267,394137.764244,5817173.784485
21306276,394698.020651,5817482.907338
21385795,391826.760450,5821628.695093
21385796,391935.019825,5821810.054048
21385798,392143.743093,5822132.590460
21385800,392267.608615,5822313.167104
21385802,392299.887706,5822052.516284
21385808,393089.966887,5822592.049189
21385809,393066.827753,5822509.866094
21385810,393039.766347,5822432.954247
21385811,393011.199698,5822348.052488
21385812,392966.476148,5822234.539233
21385814,392753.957783,5822293.115728
21385815,392490.115506,5822338.908254
21385816,392874.452862,5822498.239050
21385817,392940.831470,5822470.325141
21432798,392798.504275,5820644.820050
21432799,392563.822016,5820314.045669
21432801,392483.932787,5820148.296226
21432802,392566.494723,5820266.327835
21432804,393307.215365,5819864.745578
21432805,393345.822267,5819919.141437
21432806,393365.532553,5819825.831382
21432810,391830.430185,5821135.405121
21432815,392524.012192,5820855.439268
21441736,391269.788031,5821998.600097
21441737,391399.920533,5821479.521666
21441738,391534.842212,5821193.921963
21487161,390608.985277,5820529.245124
21487162,390576.571763,5820891.997702
21487180,390123.817480,5819739.490314
21487181,390110.013168,5819900.606597
21487183,391385.798343,5819827.204237
21487184,392103.379439,5820353.156083
21487185,391936.216768,5820448.444240
21487186,391987.156690,5820570.035301
21487205,393336.372121,5819917.833899
21487208,391592.655431,5819671.686746
21487209,391922.141520,5819885.043002
21487210,391769.073448,5820088.563810
21487220,392643.944553,5820431.230641
21487224,392650.553283,5819547.906023
21487229,392652.522867,5819837.556436
21487230,392588.630445,5819213.001300
21487231,392020.535318,5818036.134216
21487232,392369.819005,5818723.986781
21487234,392881.531256,5817039.815252
21487242,390677.246288,5819779.429077
21487271,390260.926626,5817188.512438
21487272,390534.599433,5817101.718322
21487284,391539.863740,5819112.503294
21487285,391811.745029,5819416.583594
21582728,392118.959292,5819837.439947
21669023,390065.997108,5820398.291449
21669024,390034.535730,5820797.493146
21677158,392924.472817,5819992.407032
21677246,392779.771695,5819718.431148
21677247,392817.474063,5819793.206197
21677248,392929.892206,5819732.316989
21677249,392981.350438,5819833.442858
21677253,393033.860271,5819935.569973
21677254,392667.276912,5819771.424998
25661287,390172.956153,5819564.362062
25661289,390378.361071,5819582.249997
25661323,390048.603371,5819529.996347
25661366,390268.373090,5819241.378838
25661372,390296.030305,5819152.472338
25661386,390493.563703,5819494.156977
25661397,390470.581701,5819729.654045
25661409,390452.981345,5819932.794104
25661963,390395.537440,5819483.997633
25661966,390499.922279,5819395.646179
25661967,390508.339861,5819297.812693
25661969,390515.303449,5819201.124511
25661976,390369.954946,5819183.566258
25661984,390128.946495,5819111.594641
25661991,390122.173379,5819214.933716
25661997,390117.427118,5819264.847769
25662041,390520.944620,5819102.663234
25662047,390434.148691,5819289.590112
25662542,390485.510256,5819592.449764
25662552,390131.308965,5819702.133458
25662562,390467.768512,5819762.921963
25662689,390680.390447,5819743.895026
25662705,390816.119552,5819619.119903
25662710,390824.325218,5819521.881621
25662738,390948.509219,5819629.757533
25662916,390693.804771,5819511.194395
25662928,390701.854008,5819412.212294
25662931,390709.217175,5819313.801924
25663142,390853.989542,5819125.054132
25663150,390987.465959,5819132.987302
25663154,390724.080030,5819117.568017
25663395,390560.319481,5819007.699093
25663401,390739.097991,5818919.995486
25663405,390870.334919,5818932.282007
25663407,390878.302348,5818831.833426
25663409,390746.960011,5818821.941394
25663420,390754.600697,5818722.467939
25663423,390887.426786,5818733.317584
25663426,391017.104263,5818744.285350
25663429,391009.426340,5818843.236044
25663436,390998.768639,5818942.509005
25663440,390894.723517,5818626.797211
25663444,391026.150990,5818637.559431
25663454,390762.986567,5818615.589158
25663469,390429.001713,5818696.967475
25663483,390461.488644,5818591.763453
25663498,390345.542417,5818988.588138
25663685,391293.717171,5818643.845192
25663696,391350.127375,5818768.157778
25663702,391221.857897,5818956.300776
25663705,391210.557965,5818859.574568
25663707,391230.803919,5818860.771947
25663713,391190.296605,5819148.096127
25663714,391181.190894,5819250.116071
25663722,391208.582200,5819554.159632
25663735,390616.093663,5818909.431475
25663743,390751.111513,5818762.393824
25663747,390862.111099,5819031.868384
25664649,390666.796901,5819876.039064
25664657,390796.505563,5819887.889485
25664673,390792.482586,5819976.588753
25664680,390660.859046,5819949.402823
25664692,390458.416498,5819858.640035
25664699,390329.603237,5819922.947544
25664713,390342.812694,5819754.957402
25664742,390346.021505,5819719.688669
25664779,390802.241811,5819754.841710
25664841,390801.943960,5819787.763961
25664959,391105.824023,5819793.305712
25665007,391389.344200,5819818.434942
25665029,391183.839313,5819799.606008
25665636,391096.534977,5819803.872068
25665646,391180.802776,5819811.424246
25665679,390910.739064,5819993.727166
25665883,392038.483041,5819729.840395
25665991,391779.795716,5820073.705221
25954543,391549.662139,5820821.908847
25954544,391466.929236,5821070.452630
25954545,391592.203607,5821072.094823
25954546,391690.587520,5820835.569912
25954547,391705.672035,5820746.771799
25954548,390762.205898,5820731.430780
25954549,391022.223944,5820800.681769
25954550,391326.993589,5820888.314920
25954551,391388.315555,5820901.019577
25954552,391410.549089,5820909.595445
25954553,391504.356427,5820937.827502
25954554,391636.644212,5820973.788886
25954556,391680.998817,5820977.959488
25954557,391672.972953,5821075.314489
26517409,392051.933717,5818282.061911
26682598,391025.063673,5817110.742784
26682599,390915.402839,5817132.554878
26700887,390233.929091,5819915.309548
26701256,390779.826831,5820084.519989
26701262,390727.052072,5820318.821934
26703752,390006.193742,5821138.583078
26703754,390319.205115,5821278.402181
26708008,390212.500683,5819430.499571
26708009,390022.618315,5818630.025461
26708010,390629.997141,5817807.417473
26724096,390684.520456,5819669.492297
26724216,390650.307501,5820076.360348
26724224,390631.878539,5820286.706648
26724226,390625.981554,5820379.465176
26747245,390626.446682,5817951.410422
26747246,390617.950385,5818059.382355
26747422,390732.546768,5817797.863788
26747435,391106.501843,5817627.200543
26747436,391087.782912,5817618.547463
26747527,390749.064997,5817420.458362
26747530,390749.928340,5817408.610463
26747592,390806.341354,5817532.772800
26747599,390893.892217,5817542.640709
26747601,390659.177326,5817421.950745
26747602,390658.782484,5817435.001129
26747610,391042.311530,5817450.351838
26747611,391040.465018,5817432.666625
26747612,391055.666302,5817428.467467
26747618,391060.479886,5817448.256621
26747640,390636.141368,5817605.247077
26747644,390828.272041,5817575.815519
26747658,391037.640441,5817597.673775
26747659,391072.143135,5817575.486262
26747800,390064.021341,5820427.290154
26747821,390348.567523,5820466.433883
26747878,390444.362513,5820212.970747
26747879,390389.409065,5820355.822637
26747880,390074.450633,5820298.942506
26747882,390092.795096,5820083.776850
26747918,390308.516025,5820560.414182
26747923,390058.220815,5820500.273629
26747947,390042.703079,5820392.282457
26748227,390131.378792,5821536.860475
26748233,390005.108785,5821371.199677
26748887,390562.771213,5820923.140994
26748900,390542.917407,5820888.421266
26748910,390273.018751,5820928.713508
26748919,390150.774729,5821039.415877
26748924,390053.154984,5821033.650760
26748927,390013.791049,5821030.573413
26748999,390042.806354,5821155.776467
26749215,390015.217389,5821700.287316
26749225,390178.223915,5821803.398151
26749228,390085.276173,5821982.037416
26751033,390009.984602,5822542.609830
26751035,390069.228463,5822604.261785
26751036,390092.151846,5822627.760599
26751179,390053.817262,5822863.773861
26751206,390184.390464,5822725.283255
26751398,390075.306089,5822839.166049
